,userId,Reputation,Views,UpVotes,DownVotes,postId,Score,ViewCount,CommentCount,Outlier
46871,11867,3174,540,244,4,30532,1,116,0,Reputation
46876,11867,3174,540,244,4,32174,3,518,6,Reputation
46877,11867,3174,540,244,4,32936,11,363,1,Reputation
46879,11867,3174,540,244,4,41023,0,76,2,Reputation
46883,11867,3174,540,244,4,44445,24,666,12,Reputation
46888,11867,3174,540,244,4,45248,1,44,3,Reputation
46891,11867,3174,540,244,4,45947,2,426,4,Reputation
46909,11867,3174,540,244,4,48989,5,331,8,Reputation
46913,11867,3174,540,244,4,51820,2,701,2,Reputation
46917,11867,3174,540,244,4,53078,8,668,9,Reputation
46931,11867,3174,540,244,4,74417,2,60,0,Reputation
46932,11867,3174,540,244,4,80899,10,374,2,Reputation
46934,11867,3174,540,244,4,81020,1,72,0,Reputation
46941,11867,3174,540,244,4,94316,2,43,3,Reputation
46943,11867,3174,540,244,4,97381,12,589,13,Reputation
46945,11867,3174,540,244,4,102986,8,205,0,Reputation
46977,11878,1137,66,45,3,87774,2,117,8,Reputation
47034,11887,2555,284,460,57,38494,2,302,8,Reputation
47060,11887,2555,284,460,57,72091,1,33,6,Reputation
47082,11887,2555,284,460,57,103834,3,67,4,Reputation
47253,11981,5850,655,343,8,30468,11,877,2,Reputation
47264,11981,5850,655,343,8,32430,4,231,1,Reputation
47299,11981,5850,655,343,8,36005,4,711,4,Reputation
47337,11981,5850,655,343,8,45267,7,177,0,Reputation
47629,12147,665,86,62,1,30934,4,681,0,Reputation
47634,12147,665,86,62,1,43242,2,331,0,Reputation
47636,12147,665,86,62,1,45018,1,251,0,Reputation
47638,12147,665,86,62,1,45046,3,194,0,Reputation
47639,12147,665,86,62,1,46246,2,368,0,Reputation
47640,12147,665,86,62,1,47519,2,300,0,Reputation
47641,12147,665,86,62,1,47855,1,874,4,Reputation
47642,12147,665,86,62,1,48326,2,598,1,Reputation
47646,12147,665,86,62,1,48490,1,301,4,Reputation
47653,12147,665,86,62,1,50383,3,92,8,Reputation
47657,12147,665,86,62,1,51367,2,87,2,Reputation
47658,12147,665,86,62,1,51377,1,327,0,Reputation
47662,12147,665,86,62,1,62444,1,31,0,Reputation
47663,12147,665,86,62,1,66103,1,119,0,Reputation
47664,12147,665,86,62,1,77934,4,92,11,Reputation
47665,12147,665,86,62,1,82326,2,1860,9,Reputation
47666,12147,665,86,62,1,100610,1,45,0,Reputation
47668,12147,665,86,62,1,103540,3,86,0,Reputation
47919,12329,1003,273,22,0,31442,2,925,4,Reputation
47920,12329,1003,273,22,0,31450,0,500,2,Reputation
47921,12329,1003,273,22,0,31455,6,308,1,Reputation
47922,12329,1003,273,22,0,31528,1,64,0,Reputation
47923,12329,1003,273,22,0,31530,3,800,2,Reputation
47924,12329,1003,273,22,0,31581,6,119,0,Reputation
47925,12329,1003,273,22,0,31648,4,147,2,Reputation
47926,12329,1003,273,22,0,31701,2,89,0,Reputation
47927,12329,1003,273,22,0,31711,3,213,2,Reputation
47928,12329,1003,273,22,0,31714,6,1118,9,Reputation
47929,12329,1003,273,22,0,31734,0,68,0,Reputation
47930,12329,1003,273,22,0,31746,4,4332,1,Reputation
47931,12329,1003,273,22,0,32134,1,133,7,Reputation
47932,12329,1003,273,22,0,39128,0,72,7,Reputation
47933,12329,1003,273,22,0,39132,3,171,3,Reputation
47934,12329,1003,273,22,0,39153,3,156,0,Reputation
47935,12329,1003,273,22,0,43353,1,42,0,Reputation
47936,12329,1003,273,22,0,46005,0,97,2,Reputation
47937,12329,1003,273,22,0,46155,1,95,1,Reputation
47938,12329,1003,273,22,0,46396,1,82,3,Reputation
47939,12329,1003,273,22,0,46565,1,123,1,Reputation
47940,12329,1003,273,22,0,46588,3,574,4,Reputation
47941,12329,1003,273,22,0,46632,1,31,0,Reputation
47942,12329,1003,273,22,0,46670,1,170,0,Reputation
47943,12329,1003,273,22,0,46711,0,100,0,Reputation
47944,12329,1003,273,22,0,46738,3,273,0,Reputation
47945,12329,1003,273,22,0,46739,2,134,0,Reputation
47946,12329,1003,273,22,0,46768,7,273,0,Reputation
47947,12329,1003,273,22,0,46866,0,142,0,Reputation
47948,12329,1003,273,22,0,46944,2,130,1,Reputation
47949,12329,1003,273,22,0,47027,1,196,0,Reputation
47950,12329,1003,273,22,0,47028,2,49,0,Reputation
47951,12329,1003,273,22,0,47030,0,198,0,Reputation
47952,12329,1003,273,22,0,47071,2,80,0,Reputation
47953,12329,1003,273,22,0,47088,2,57,5,Reputation
47954,12329,1003,273,22,0,47089,1,42,2,Reputation
47955,12329,1003,273,22,0,47198,2,152,0,Reputation
47956,12329,1003,273,22,0,47205,1,47,0,Reputation
47957,12329,1003,273,22,0,47290,1,58,6,Reputation
47958,12329,1003,273,22,0,48405,2,339,0,Reputation
47959,12329,1003,273,22,0,49645,4,198,1,Reputation
47960,12329,1003,273,22,0,51748,1,54,0,Reputation
47961,12329,1003,273,22,0,51844,1,49,2,Reputation
47962,12329,1003,273,22,0,52276,0,737,0,Reputation
47963,12329,1003,273,22,0,52495,0,38,8,Reputation
47964,12329,1003,273,22,0,53000,0,134,2,Reputation
47965,12329,1003,273,22,0,53042,1,933,4,Reputation
47966,12329,1003,273,22,0,53096,0,251,2,Reputation
47967,12329,1003,273,22,0,54810,1,68,1,Reputation
47968,12329,1003,273,22,0,55011,0,414,6,Reputation
47969,12329,1003,273,22,0,55510,3,54,0,Reputation
47970,12329,1003,273,22,0,55519,3,72,0,Reputation
47971,12329,1003,273,22,0,55748,2,90,6,Reputation
47972,12329,1003,273,22,0,56047,1,28,0,Reputation
47973,12329,1003,273,22,0,56694,1,39,0,Reputation
47974,12329,1003,273,22,0,56699,3,1345,2,Reputation
47975,12329,1003,273,22,0,57468,1,68,3,Reputation
47976,12329,1003,273,22,0,57473,2,96,1,Reputation
47977,12329,1003,273,22,0,58394,2,26,0,Reputation
47978,12329,1003,273,22,0,58432,1,56,1,Reputation
47979,12329,1003,273,22,0,59387,0,56,0,Reputation
47980,12329,1003,273,22,0,59549,0,46,0,Reputation
47981,12329,1003,273,22,0,59989,1,36,0,Reputation
47982,12329,1003,273,22,0,60024,1,216,4,Reputation
47983,12329,1003,273,22,0,60037,0,46,3,Reputation
47984,12329,1003,273,22,0,60089,2,39,2,Reputation
47985,12329,1003,273,22,0,60404,2,87,0,Reputation
47986,12329,1003,273,22,0,60622,6,1831,0,Reputation
47987,12329,1003,273,22,0,65056,5,254,1,Reputation
47988,12329,1003,273,22,0,65393,1,59,0,Reputation
47989,12329,1003,273,22,0,65509,3,83,0,Reputation
47990,12329,1003,273,22,0,65519,2,35,0,Reputation
47991,12329,1003,273,22,0,65658,4,105,2,Reputation
47992,12329,1003,273,22,0,65693,4,167,1,Reputation
47993,12329,1003,273,22,0,65707,3,56,3,Reputation
47994,12329,1003,273,22,0,65738,2,24,3,Reputation
47995,12329,1003,273,22,0,65768,3,69,0,Reputation
47996,12329,1003,273,22,0,65785,1,26,3,Reputation
47997,12329,1003,273,22,0,65876,1,142,0,Reputation
47998,12329,1003,273,22,0,65886,1,41,0,Reputation
47999,12329,1003,273,22,0,66354,0,114,0,Reputation
48000,12329,1003,273,22,0,66401,3,72,3,Reputation
48001,12329,1003,273,22,0,66424,1,76,0,Reputation
48002,12329,1003,273,22,0,66529,2,29,1,Reputation
48003,12329,1003,273,22,0,66549,2,61,0,Reputation
48004,12329,1003,273,22,0,66567,1,49,0,Reputation
48005,12329,1003,273,22,0,66689,1,56,0,Reputation
48006,12329,1003,273,22,0,66699,1,18,1,Reputation
48007,12329,1003,273,22,0,66709,5,110,1,Reputation
48008,12329,1003,273,22,0,66759,1,43,0,Reputation
48009,12329,1003,273,22,0,66782,4,87,7,Reputation
48010,12329,1003,273,22,0,66823,7,161,3,Reputation
48011,12329,1003,273,22,0,66871,2,149,10,Reputation
48012,12329,1003,273,22,0,66939,8,342,0,Reputation
48013,12329,1003,273,22,0,67170,1,76,2,Reputation
48014,12329,1003,273,22,0,67180,1,86,3,Reputation
48015,12329,1003,273,22,0,67207,3,92,0,Reputation
48016,12329,1003,273,22,0,67437,5,577,1,Reputation
48017,12329,1003,273,22,0,67532,2,71,4,Reputation
48018,12329,1003,273,22,0,67687,0,90,1,Reputation
48019,12329,1003,273,22,0,68157,1,347,1,Reputation
48020,12329,1003,273,22,0,68202,1,124,2,Reputation
48021,12329,1003,273,22,0,68313,0,51,2,Reputation
48022,12329,1003,273,22,0,68314,1,75,1,Reputation
48023,12329,1003,273,22,0,68421,0,563,1,Reputation
48024,12329,1003,273,22,0,68427,1,58,1,Reputation
48025,12329,1003,273,22,0,68448,2,267,0,Reputation
48026,12329,1003,273,22,0,68494,0,239,5,Reputation
48027,12329,1003,273,22,0,68508,2,153,0,Reputation
48028,12329,1003,273,22,0,68704,1,115,0,Reputation
48029,12329,1003,273,22,0,69101,1,259,0,Reputation
48030,12329,1003,273,22,0,69179,1,267,0,Reputation
48031,12329,1003,273,22,0,69194,0,124,1,Reputation
48032,12329,1003,273,22,0,69205,1,392,0,Reputation
48033,12329,1003,273,22,0,69207,1,140,0,Reputation
48034,12329,1003,273,22,0,69217,0,336,5,Reputation
48035,12329,1003,273,22,0,69282,1,221,0,Reputation
48036,12329,1003,273,22,0,69511,2,71,2,Reputation
48037,12329,1003,273,22,0,69513,2,132,3,Reputation
48038,12329,1003,273,22,0,70002,1,307,3,Reputation
48039,12329,1003,273,22,0,70658,1,2770,1,Reputation
48040,12329,1003,273,22,0,70704,6,552,1,Reputation
48041,12329,1003,273,22,0,72030,1,35,0,Reputation
48042,12329,1003,273,22,0,72198,0,31,0,Reputation
48043,12329,1003,273,22,0,72268,0,62,4,Reputation
48044,12329,1003,273,22,0,72290,0,53,1,Reputation
48045,12329,1003,273,22,0,72883,1,26,0,Reputation
48046,12329,1003,273,22,0,73234,-1,36,0,Reputation
48047,12329,1003,273,22,0,73272,0,45,2,Reputation
48048,12329,1003,273,22,0,74477,2,23,0,Reputation
48049,12329,1003,273,22,0,74714,2,64,0,Reputation
48050,12329,1003,273,22,0,76346,2,40,0,Reputation
48051,12329,1003,273,22,0,79201,0,36,3,Reputation
48052,12329,1003,273,22,0,81440,0,26,1,Reputation
48053,12329,1003,273,22,0,81506,1,74,3,Reputation
48054,12329,1003,273,22,0,81545,0,76,0,Reputation
48055,12329,1003,273,22,0,81666,0,64,1,Reputation
48056,12329,1003,273,22,0,86860,3,121,3,Reputation
48057,12329,1003,273,22,0,88529,0,26,0,Reputation
48058,12329,1003,273,22,0,88603,14,849,1,Reputation
48059,12329,1003,273,22,0,88661,2,83,0,Reputation
48060,12329,1003,273,22,0,94809,0,29,1,Reputation
48061,12329,1003,273,22,0,105440,0,21,0,Reputation
48062,12329,1003,273,22,0,107613,1,20,2,Reputation
48063,12329,1003,273,22,0,108101,0,15,0,Reputation
48064,12329,1003,273,22,0,109217,0,19,0,Reputation
48136,12359,787,113,652,3,79152,1,42,0,Reputation
48140,12359,787,113,652,3,86800,5,391,2,Reputation
48143,12359,787,113,652,3,96161,5,43,1,Reputation
48147,12359,787,113,652,3,110416,4,77,6,Reputation
48148,12359,787,113,652,3,110426,3,75,7,Reputation
48149,12359,787,113,652,3,115258,2,26,1,Reputation
48257,12436,852,37,51,1,68276,1,64,0,Reputation
48261,12436,852,37,51,1,73742,0,35,2,Reputation
48278,12436,852,37,51,1,77727,1,63,1,Reputation
48286,12436,852,37,51,1,85400,4,41,1,Reputation
48359,12492,1537,228,44,0,31955,5,711,0,Reputation
48360,12492,1537,228,44,0,32029,2,370,3,Reputation
48361,12492,1537,228,44,0,32220,2,1196,2,Reputation
48362,12492,1537,228,44,0,32285,6,1701,0,Reputation
48363,12492,1537,228,44,0,32314,2,1196,1,Reputation
48364,12492,1537,228,44,0,32405,7,5174,1,Reputation
48365,12492,1537,228,44,0,32464,13,22718,1,Reputation
48366,12492,1537,228,44,0,32727,5,443,0,Reputation
48367,12492,1537,228,44,0,33265,1,365,0,Reputation
48368,12492,1537,228,44,0,33430,2,296,1,Reputation
48369,12492,1537,228,44,0,33432,4,2497,0,Reputation
48370,12492,1537,228,44,0,33502,2,1024,2,Reputation
48371,12492,1537,228,44,0,33547,12,801,2,Reputation
48372,12492,1537,228,44,0,49693,2,132,0,Reputation
48373,12492,1537,228,44,0,52365,0,176,6,Reputation
48374,12492,1537,228,44,0,52369,3,50,0,Reputation
48375,12492,1537,228,44,0,52412,1,202,5,Reputation
48376,12492,1537,228,44,0,56380,1,1233,0,Reputation
48377,12492,1537,228,44,0,57884,0,111,1,Reputation
48378,12492,1537,228,44,0,60073,3,574,2,Reputation
48379,12492,1537,228,44,0,60546,2,331,0,Reputation
48380,12492,1537,228,44,0,60584,3,211,3,Reputation
48381,12492,1537,228,44,0,60717,1,312,1,Reputation
48382,12492,1537,228,44,0,60761,0,199,0,Reputation
48383,12492,1537,228,44,0,60872,3,881,2,Reputation
48384,12492,1537,228,44,0,60930,4,233,0,Reputation
48385,12492,1537,228,44,0,61209,0,128,0,Reputation
48386,12492,1537,228,44,0,61266,6,174,0,Reputation
48387,12492,1537,228,44,0,62000,1,136,3,Reputation
48388,12492,1537,228,44,0,62070,1,207,0,Reputation
48389,12492,1537,228,44,0,62125,1,180,0,Reputation
48390,12492,1537,228,44,0,62829,0,93,1,Reputation
48391,12492,1537,228,44,0,63156,0,52,3,Reputation
48392,12492,1537,228,44,0,63499,19,747,0,Reputation
48393,12492,1537,228,44,0,64510,1,87,0,Reputation
48394,12492,1537,228,44,0,67551,3,1598,1,Reputation
48395,12492,1537,228,44,0,68007,5,200,4,Reputation
48396,12492,1537,228,44,0,74213,0,42,0,Reputation
48397,12492,1537,228,44,0,76572,1,153,1,Reputation
48398,12492,1537,228,44,0,77026,0,51,4,Reputation
48399,12492,1537,228,44,0,77033,2,83,2,Reputation
48400,12492,1537,228,44,0,77928,1,186,0,Reputation
48401,12492,1537,228,44,0,78149,0,68,4,Reputation
48402,12492,1537,228,44,0,78808,2,534,4,Reputation
48403,12492,1537,228,44,0,79130,0,92,3,Reputation
48404,12492,1537,228,44,0,79843,4,278,0,Reputation
48405,12492,1537,228,44,0,80173,0,209,7,Reputation
48406,12492,1537,228,44,0,80177,5,99,6,Reputation
48407,12492,1537,228,44,0,80312,0,126,8,Reputation
48408,12492,1537,228,44,0,83002,5,68,1,Reputation
48409,12492,1537,228,44,0,84166,1,148,0,Reputation
48410,12492,1537,228,44,0,84243,0,43,3,Reputation
48411,12492,1537,228,44,0,85375,0,144,1,Reputation
48412,12492,1537,228,44,0,85560,11,552,0,Reputation
48413,12492,1537,228,44,0,85597,3,90,3,Reputation
48414,12492,1537,228,44,0,85992,1,38,1,Reputation
48415,12492,1537,228,44,0,86768,1,29,1,Reputation
48416,12492,1537,228,44,0,86770,0,21,1,Reputation
48417,12492,1537,228,44,0,87345,2,474,8,Reputation
48418,12492,1537,228,44,0,88349,3,240,2,Reputation
48419,12492,1537,228,44,0,89032,1,890,0,Reputation
48420,12492,1537,228,44,0,89130,1,47,1,Reputation
48421,12492,1537,228,44,0,89216,1,37,0,Reputation
48422,12492,1537,228,44,0,89307,0,121,3,Reputation
48423,12492,1537,228,44,0,89474,3,190,0,Reputation
48424,12492,1537,228,44,0,89582,1,83,1,Reputation
48425,12492,1537,228,44,0,89714,0,99,5,Reputation
48426,12492,1537,228,44,0,89900,2,60,6,Reputation
48427,12492,1537,228,44,0,90953,2,217,3,Reputation
48428,12492,1537,228,44,0,91199,2,65,1,Reputation
48429,12492,1537,228,44,0,91473,3,151,8,Reputation
48430,12492,1537,228,44,0,91597,3,288,4,Reputation
48431,12492,1537,228,44,0,91724,5,445,0,Reputation
48432,12492,1537,228,44,0,91910,1,132,3,Reputation
48433,12492,1537,228,44,0,92001,3,260,1,Reputation
48434,12492,1537,228,44,0,92100,2,51,0,Reputation
48435,12492,1537,228,44,0,92213,32,1321,5,Reputation
48436,12492,1537,228,44,0,92394,3,307,6,Reputation
48437,12492,1537,228,44,0,92457,2,100,0,Reputation
48438,12492,1537,228,44,0,92627,1,343,1,Reputation
48439,12492,1537,228,44,0,92848,0,43,3,Reputation
48440,12492,1537,228,44,0,93429,1,332,2,Reputation
48441,12492,1537,228,44,0,93734,1,65,7,Reputation
48442,12492,1537,228,44,0,94424,0,52,12,Reputation
48443,12492,1537,228,44,0,95932,0,11,0,Reputation
48444,12492,1537,228,44,0,96060,0,37,3,Reputation
48445,12492,1537,228,44,0,97638,1,44,0,Reputation
48446,12492,1537,228,44,0,99052,1,89,0,Reputation
48447,12492,1537,228,44,0,99065,2,151,9,Reputation
48448,12492,1537,228,44,0,99406,8,339,0,Reputation
48449,12492,1537,228,44,0,99494,1,95,0,Reputation
48450,12492,1537,228,44,0,99849,2,153,1,Reputation
48451,12492,1537,228,44,0,100700,1,65,0,Reputation
48452,12492,1537,228,44,0,101107,1,12,0,Reputation
48453,12492,1537,228,44,0,101110,5,61,3,Reputation
48454,12492,1537,228,44,0,103138,0,42,1,Reputation
48455,12492,1537,228,44,0,108808,0,33,0,Reputation
48456,12492,1537,228,44,0,109605,1,29,1,Reputation
48457,12492,1537,228,44,0,110301,3,57,0,Reputation
48458,12492,1537,228,44,0,110362,3,57,2,Reputation
48459,12492,1537,228,44,0,111077,3,272,0,Reputation
48460,12492,1537,228,44,0,113666,3,139,0,Reputation
48461,12492,1537,228,44,0,114550,1,34,3,Reputation
48462,12492,1537,228,44,0,114630,0,41,0,Reputation
48463,12492,1537,228,44,0,114943,1,21,0,Reputation
48464,12492,1537,228,44,0,115087,0,37,4,Reputation
48490,12518,872,87,100,1,44447,4,194,2,Reputation
48495,12518,872,87,100,1,45707,3,130,2,Reputation
48505,12518,872,87,100,1,48302,1,151,0,Reputation
48508,12518,872,87,100,1,76546,0,61,0,Reputation
48528,12521,738,153,23,0,110864,4,163,3,Reputation
48571,12548,811,635,3,0,34736,0,126,0,Reputation
48577,12548,811,635,3,0,59715,5,319,3,Reputation
48579,12548,811,635,3,0,68077,8,942,6,Reputation
48582,12548,811,635,3,0,80652,1,43,0,Reputation
48585,12548,811,635,3,0,100242,0,29,0,Reputation
48586,12548,811,635,3,0,106341,0,22,0,Reputation
48662,12603,963,149,61,0,31292,3,2408,0,Reputation
48663,12603,963,149,61,0,31936,1,4010,2,Reputation
48664,12603,963,149,61,0,32152,0,386,1,Reputation
48665,12603,963,149,61,0,32234,1,1192,1,Reputation
48666,12603,963,149,61,0,32317,1,524,0,Reputation
48667,12603,963,149,61,0,33702,2,358,2,Reputation
48668,12603,963,149,61,0,34170,1,252,9,Reputation
48670,12603,963,149,61,0,34870,1,1126,0,Reputation
48672,12603,963,149,61,0,35233,3,1462,2,Reputation
48673,12603,963,149,61,0,35356,7,182,4,Reputation
48674,12603,963,149,61,0,35644,0,224,6,Reputation
48676,12603,963,149,61,0,36232,2,236,2,Reputation
48677,12603,963,149,61,0,36321,1,142,4,Reputation
48678,12603,963,149,61,0,37385,2,77,0,Reputation
48679,12603,963,149,61,0,38715,3,188,0,Reputation
48680,12603,963,149,61,0,38826,1,76,4,Reputation
48683,12603,963,149,61,0,39083,3,1471,0,Reputation
48690,12603,963,149,61,0,43484,6,289,1,Reputation
48692,12603,963,149,61,0,43940,2,226,5,Reputation
48693,12603,963,149,61,0,44516,1,338,1,Reputation
48699,12603,963,149,61,0,46562,3,886,4,Reputation
48700,12603,963,149,61,0,46968,1,158,0,Reputation
48703,12603,963,149,61,0,47431,1,239,4,Reputation
48704,12603,963,149,61,0,47483,1,1659,0,Reputation
48705,12603,963,149,61,0,47799,3,362,3,Reputation
48706,12603,963,149,61,0,48029,3,123,0,Reputation
48709,12603,963,149,61,0,48271,0,221,2,Reputation
48713,12603,963,149,61,0,48668,2,307,8,Reputation
48714,12603,963,149,61,0,48713,1,55,0,Reputation
48718,12603,963,149,61,0,49613,0,50,3,Reputation
48719,12603,963,149,61,0,52490,1,15,1,Reputation
48720,12603,963,149,61,0,52493,5,98,0,Reputation
48721,12603,963,149,61,0,56398,3,1390,8,Reputation
48722,12603,963,149,61,0,56506,1,589,0,Reputation
48723,12603,963,149,61,0,56660,1,354,1,Reputation
48724,12603,963,149,61,0,56997,1,52,1,Reputation
48725,12603,963,149,61,0,57214,0,71,0,Reputation
48726,12603,963,149,61,0,63620,0,121,3,Reputation
48727,12603,963,149,61,0,66648,0,70,4,Reputation
48729,12603,963,149,61,0,74297,4,184,3,Reputation
48735,12603,963,149,61,0,105785,0,73,4,Reputation
48736,12603,963,149,61,0,112221,0,20,2,Reputation
48737,12603,963,149,61,0,112222,0,32,2,Reputation
48745,12615,666,21,86,0,40815,4,181,1,Reputation
48749,12615,666,21,86,0,43470,1,1054,0,Reputation
48750,12615,666,21,86,0,79202,4,196,0,Reputation
48752,12615,666,21,86,0,108765,5,71,0,Reputation
48753,12615,666,21,86,0,109078,1,66,0,Reputation
48862,12710,622,197,6,2,32594,0,143,0,Reputation
48863,12710,622,197,6,2,33543,4,531,3,Reputation
48864,12710,622,197,6,2,33558,3,141,1,Reputation
48866,12710,622,197,6,2,33652,1,145,2,Reputation
48867,12710,622,197,6,2,33656,3,80,3,Reputation
48868,12710,622,197,6,2,33659,3,2260,1,Reputation
48869,12710,622,197,6,2,33675,3,143,0,Reputation
48871,12710,622,197,6,2,33698,6,287,3,Reputation
48873,12710,622,197,6,2,33736,0,298,5,Reputation
48875,12710,622,197,6,2,33876,0,157,3,Reputation
48876,12710,622,197,6,2,33940,-1,229,1,Reputation
48884,12710,622,197,6,2,35861,0,44,5,Reputation
48886,12710,622,197,6,2,36093,1,711,3,Reputation
48887,12710,622,197,6,2,36191,2,67,0,Reputation
48888,12710,622,197,6,2,38086,0,93,5,Reputation
48889,12710,622,197,6,2,41891,1,86,0,Reputation
48890,12710,622,197,6,2,44279,3,442,1,Reputation
48891,12710,622,197,6,2,44335,2,66,6,Reputation
48892,12710,622,197,6,2,48260,1,135,3,Reputation
48894,12710,622,197,6,2,48345,2,114,8,Reputation
48895,12710,622,197,6,2,58626,1,178,2,Reputation
48896,12710,622,197,6,2,82717,2,39,3,Reputation
48897,12710,622,197,6,2,87354,2,60,11,Reputation
48898,12710,622,197,6,2,99790,2,62,0,Reputation
48899,12710,622,197,6,2,112686,0,25,7,Reputation
49122,12833,870,54,18,1,43542,1,177,2,Reputation
49222,12895,1335,121,26,5,33290,4,170,1,Reputation
49226,12895,1335,121,26,5,33411,2,131,0,Reputation
49228,12895,1335,121,26,5,33475,5,632,6,Reputation
49247,12895,1335,121,26,5,82045,1,57,2,Reputation
49470,13047,4577,250,79,3,41205,0,236,0,Reputation
49493,13047,4577,250,79,3,57251,1,729,1,Reputation
49495,13047,4577,250,79,3,57922,1,478,0,Reputation
49530,13047,4577,250,79,3,72388,8,267,10,Reputation
49681,13138,3518,315,63,2,33859,2,481,9,Reputation
49683,13138,3518,315,63,2,34106,3,618,0,Reputation
49692,13138,3518,315,63,2,34493,4,816,0,Reputation
49695,13138,3518,315,63,2,35088,7,211,4,Reputation
49697,13138,3518,315,63,2,37455,4,266,0,Reputation
49699,13138,3518,315,63,2,43663,1,61,1,Reputation
49701,13138,3518,315,63,2,43988,1,203,0,Reputation
49707,13138,3518,315,63,2,44486,3,375,0,Reputation
49709,13138,3518,315,63,2,45539,0,2267,0,Reputation
49715,13138,3518,315,63,2,46270,0,217,8,Reputation
49716,13138,3518,315,63,2,46493,4,166,0,Reputation
49720,13138,3518,315,63,2,51810,-1,149,3,Reputation
49723,13138,3518,315,63,2,53077,4,351,0,Reputation
49729,13138,3518,315,63,2,72590,1,79,6,Reputation
49743,13138,3518,315,63,2,75018,0,29,2,Reputation
49786,13138,3518,315,63,2,92709,1,78,7,Reputation
49798,13138,3518,315,63,2,96984,3,59,1,Reputation
49801,13138,3518,315,63,2,97406,1,37,1,Reputation
49802,13138,3518,315,63,2,97709,6,167,0,Reputation
49817,13138,3518,315,63,2,100627,0,22,0,Reputation
50367,13519,1453,55,14,0,34910,1,84,0,Reputation
50383,13519,1453,55,14,0,46102,1,714,0,Reputation
50386,13519,1453,55,14,0,46327,4,461,0,Reputation
50388,13519,1453,55,14,0,46780,8,345,1,Reputation
50640,13634,855,66,304,0,35184,5,162,1,Reputation
50641,13634,855,66,304,0,35472,6,972,0,Reputation
50642,13634,855,66,304,0,35872,3,447,7,Reputation
50644,13634,855,66,304,0,37595,3,357,1,Reputation
50646,13634,855,66,304,0,38402,2,158,3,Reputation
50648,13634,855,66,304,0,43185,7,778,0,Reputation
50650,13634,855,66,304,0,44136,4,159,6,Reputation
50651,13634,855,66,304,0,44795,2,60,5,Reputation
50653,13634,855,66,304,0,45391,1,395,1,Reputation
50655,13634,855,66,304,0,49857,3,602,3,Reputation
50656,13634,855,66,304,0,50091,1,197,1,Reputation
50658,13634,855,66,304,0,50541,2,151,2,Reputation
50659,13634,855,66,304,0,52595,1,79,2,Reputation
50660,13634,855,66,304,0,55213,1,81,0,Reputation
50663,13634,855,66,304,0,58611,1,62,0,Reputation
50664,13634,855,66,304,0,59556,1,61,0,Reputation
50669,13634,855,66,304,0,70103,0,28,2,Reputation
50670,13634,855,66,304,0,71511,2,68,0,Reputation
50671,13634,855,66,304,0,71713,2,90,3,Reputation
50673,13634,855,66,304,0,71828,5,215,5,Reputation
50674,13634,855,66,304,0,74887,1,156,3,Reputation
50675,13634,855,66,304,0,83138,3,77,2,Reputation
50676,13634,855,66,304,0,84012,3,693,3,Reputation
50677,13634,855,66,304,0,86115,3,47,5,Reputation
50679,13634,855,66,304,0,86891,1,94,0,Reputation
50681,13634,855,66,304,0,90055,5,62,0,Reputation
50683,13634,855,66,304,0,92854,3,63,9,Reputation
50684,13634,855,66,304,0,93118,1,101,4,Reputation
50685,13634,855,66,304,0,93749,7,263,1,Reputation
50686,13634,855,66,304,0,95086,0,30,0,Reputation
50687,13634,855,66,304,0,95103,1,75,4,Reputation
50688,13634,855,66,304,0,100529,1,64,2,Reputation
50689,13634,855,66,304,0,106102,0,18,0,Reputation
50690,13634,855,66,304,0,109463,0,29,0,Reputation
50763,13669,932,127,283,14,38249,4,337,0,Reputation
50990,13818,2594,137,70,0,46330,4,135,0,Reputation
50992,13818,2594,137,70,0,49719,1,575,0,Reputation
51038,13818,2594,137,70,0,91631,18,458,3,Reputation
51556,14188,4096,337,107,0,37527,2,558,1,Reputation
51618,14188,4096,337,107,0,48636,6,1583,0,Reputation
51621,14188,4096,337,107,0,49152,4,878,2,Reputation
51624,14188,4096,337,107,0,49717,5,269,1,Reputation
51626,14188,4096,337,107,0,50745,9,2809,3,Reputation
51627,14188,4096,337,107,0,52499,3,1410,0,Reputation
51637,14188,4096,337,107,0,61230,9,3231,0,Reputation
51639,14188,4096,337,107,0,61408,0,105,2,Reputation
51643,14188,4096,337,107,0,69893,3,80,5,Reputation
51645,14188,4096,337,107,0,71799,2,42,2,Reputation
51648,14188,4096,337,107,0,77634,4,1625,7,Reputation
51657,14188,4096,337,107,0,96618,5,61,2,Reputation
51693,14188,4096,337,107,0,109243,2,33,3,Reputation
51702,14188,4096,337,107,0,114856,5,39,1,Reputation
52028,14434,2694,193,41,3,47438,4,202,6,Reputation
52031,14434,2694,193,41,3,55718,4,636,0,Reputation
52033,14434,2694,193,41,3,56406,1,36,0,Reputation
52034,14434,2694,193,41,3,56494,6,118,6,Reputation
52041,14434,2694,193,41,3,62118,3,136,7,Reputation
52044,14434,2694,193,41,3,63460,2,47,0,Reputation
52049,14434,2694,193,41,3,65054,1,54,2,Reputation
52053,14434,2694,193,41,3,71330,2,227,4,Reputation
52054,14434,2694,193,41,3,73368,0,33,1,Reputation
52063,14434,2694,193,41,3,103855,0,16,0,Reputation
52318,14640,763,89,108,5,38635,4,1755,1,Reputation
52320,14640,763,89,108,5,44650,4,2492,0,Reputation
